student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json
802,Debra Wade , 20 ,MALE,97,007-813-9193,West Cynthiafurt,victorwright@@phillips.com,2025-10-28T02:46:41,python,,pending,,good,$143,1663483723,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['star', 'above'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 5}, 'soft': ['deal', 'each']}, 'family': {'siblings': 5, 'income': {'father': 509, 'mother': 343}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}"
803,Michael Pacheco,18 years,MALE,ninety,,Daviesland,?ali@@gmail..com,1972-05-19,d.s.,85,inactive,0,good,USD 243,1987-04-07,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
804,Erika Hardy ,20,femlae,82,(995)765-5179,North Dennis,someonegmail.com,1996-08-30,data science,,inactive,"3,7",,"88,00",1993/02/24,UZ 100460 Tashkent Nicholasport,INVALID_JSON_DATA
805,Lisa Gibson ,twenty,femlae,70,,Lake Allisonport,kelleywanda@yahoo.com,2003/01/20,data_sciense,89,active,0,good,$187,1676890267,"Kristinabury 6-kv, dom 7, Tashkent","{'hobbies': ['five', 'the'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 4}, 'soft': ['pay', 'attention']}, 'family': {'siblings': 1, 'income': {'father': 987, 'mother': 601}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}"
806,,19,Female,68,262.935.6533,South Juliehaven,,2019/05/29,Data Science,110%,inactive,"3,7",average,USD 296,27/01/1977 04:13 PM,UZ 100501 Tashkent Jeffreyhaven,"{hobbies:['half', 'season']}"
807,,22,FEMALE,ninety,+1-236-794-5761x097,Port Sarah,   kenneth39@anthony.info  ,1984.01.28,data science,110%,inactive,,,USD 113,1618126951,UZ 100749 Tashkent Angieborough,"{'hobbies': ['treatment', 'medical'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 3}, 'soft': ['reach', 'unit']}, 'family': {'siblings': 1, 'income': {'father': 1437, 'mother': 1091}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}"
808,Sharon Moore , 20 ,,ninety,(169)240-2387x416,Albertshire,?ali@@gmail..com,2019.01.26,data science,,active,-2,excellent,252 USD,1984-12-26T14:43:24,"Apartment 44, North James district, Tashkent, UZ, 100181","{""hobbies"": [""nothing"", ""machine""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 1}, ""soft"": [""night"", ""rather""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1220, ""mother"": 1068}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}"
809,Amber Kelly ,20,male,,,Port Jerry,someonegmail.com,2017-01-01,data_sciense,110%,pending,4.03,average,$292,09/08/2017 01:33 AM,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['method', 'within'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 1}, 'soft': ['put', 'leg']}, 'family': {'siblings': 4, 'income': {'father': 734, 'mother': 1405}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}"
810,Jennifer English ,,male,,,Port Joshua,?ali@@gmail..com,2019-09-03T19:30:30,Pyhton,90,inactive,four point five,,USD 109,2007-11-21T13:42:05,"Apartment 17, Port Brandi district, Tashkent, UZ, 100041","{""hobbies"": [""property"", ""resource""], ""skills"": {""tech"": {""python"": 2, ""excel"": 3, ""sql"": 5}, ""soft"": [""behavior"", ""situation""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 682, ""mother"": 1487}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2020}]}"
811,Crystal King ,18 years,,,(538)435-1329x8883,New Taylorchester,   jennakeller@yahoo.com  ,1656871333,ds,105,pending,,good,"129,00",1982-12-09T05:21:06,UZ 100887 Tashkent Port Brendafurt,"{'hobbies': ['suffer', 'fight'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 2}, 'soft': ['head', 'always']}, 'family': {'siblings': 5, 'income': {'father': 1440, 'mother': 1458}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}"
812,,22,MALE,ninety,,Port Brianside,?ali@@gmail..com,1602351206,data_sciense,,inactive,15.5,average,$52,2005-07-06,"Apartment 14, East Monica district, Tashkent, UZ, 100389","{""hobbies"": [""teacher"", ""tell""], ""skills"": {""tech"": {""python"": 2, ""excel"": 4, ""sql"": 5}, ""soft"": [""research"", ""under""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 357, ""mother"": 805}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}"
813,Aaron Webster,20,,84,5866642250,West Donna,,09/02/1993 02:08 AM,python,,pending,"3,7",good,203,1685543954,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""rate"", ""she""], ""skills"": {""tech"": {""python"": 3, ""excel"": 3, ""sql"": 1}, ""soft"": [""important"", ""various""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 693, ""mother"": 463}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2021}]}"
814,Steven Kelley ,twenty,fmale,,,East Amandachester,sara20@@gmail.com,1980.05.22,python,65,active,four point five,  excellent  ,223,20/11/1982 06:43 PM,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
815,,twenty,female,83,239-041-5612x583,North Josephfort,   chahn@graves.com  ,17/01/1998 11:19 PM,Data Science,110%,active,3.69,average,USD 107,2023-04-15T21:13:03,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
816,Michelle Rodriguez ,18,female,93,(116)056-7814,West Deanna,ubell@@harmon.info,2010/06/14,data_sciense,110%,inactive,four point five,excellent,244.0,1989/09/25,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
817,Joshua Munoz ,twenty,fmale,,(578)790-8153x530,West Margaretchester,   wchan@hotmail.com  ,2005-01-29,Pyhton,,active,3.24,average,"101,00",1622164160,"Apartment 48, Williamton district, Tashkent, UZ, 100704",INVALID_JSON_DATA
818,Randy Hogan,19,Female,,,New Laura,   bennettdonna@moore.info  ,1991-07-19T13:36:19,Pyhton,91,active,four point five,average,$261,2021-11-08T09:20:54,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['education', 'police'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 2}, 'soft': ['last', 'year']}, 'family': {'siblings': 5, 'income': {'father': 1262, 'mother': 656}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}"
819,Thomas Rogers ,20,fmale,ninety,226.267.4539x4440,Sandramouth,always,1970.06.13,d.s.,,pending,four point five,good,85,1995-11-10,"Christineview 27-kv, dom 19, Tashkent","{'hobbies': ['leave', 'address'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 5}, 'soft': ['attack', 'surface']}, 'family': {'siblings': 0, 'income': {'father': 609, 'mother': 212}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}"
820,,twenty,femlae,82,(971)111-4927x16032,Scotthaven,?ali@@gmail..com,1642129565,DATA SCIENCE,110%,inactive,4.0,  excellent  ,$234,1972-06-06T08:39:43,"Apartment 19, Larryland district, Tashkent, UZ, 100863","{hobbies:['old', 'into']}"
821,,,fmale,80,,East Melissa,tuckerjeremy@giles.net,1991/11/05,DATA SCIENCE,113,active,0,average,"208,00",1995-11-22,"156 Mack Ports, Floresbury","{hobbies:['news', 'economic']}"
822,Sandra Allen,,female,ninety,(845)313-8332,New Joseph,simply,1617677288,python,,inactive,15.5,  excellent  ,"258,00",2022-12-02T17:50:40,"West Mark 17-kv, dom 41, Tashkent","{hobbies:['trade', 'customer']}"
823,Grace Russell ,20,FEMALE,95,,North James,   kellyromero@mccoy.biz  ,2009.07.17,data-sciens,110%,pending,"3,7",good,250,1977/11/12,"0473 Hess Dam Suite 547, South Charles","{hobbies:['already', 'return']}"
824,,,male,,,Port Nathan,,29/07/2011 01:34 PM,ds,,inactive,four point five,  excellent  ,158,1697060611,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['Republican', 'dark'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 5}, 'soft': ['each', 'focus']}, 'family': {'siblings': 5, 'income': {'father': 625, 'mother': 1472}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]}"
825,Elizabeth Hawkins,22,female,90,,East Alicia,?ali@@gmail..com,2015/04/20,d.s.,,active,four point five,average,"239,00",1974/12/25,"Lake Annafurt 16-kv, dom 40, Tashkent","{hobbies:['market', 'administration']}"
826,,21,MALE,ninety,,Youngmouth,,1980/11/20,Pyhton,,inactive,15.5,,270,1991/05/20,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
827,Douglas Matthews ,19,Female,,391-996-8082x3234,Lake Donnaland,   kevin36@yahoo.com  ,26/09/1984 10:03 AM,d.s.,103,active,1.59,,"229,00",16/02/1991 04:17 AM,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['both', 'believe'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 2}, 'soft': ['the', 'culture']}, 'family': {'siblings': 3, 'income': {'father': 924, 'mother': 769}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
828,Christian Butler,22,male,71,,Lake Christophermouth,someonegmail.com,20/09/2000 05:52 AM,data_sciense,110,active,-2,excellent,299 USD,1975/06/15,UZ 100216 Tashkent Johnchester,"{'hobbies': ['next', 'improve'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 1}, 'soft': ['organization', 'catch']}, 'family': {'siblings': 5, 'income': {'father': 356, 'mother': 313}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]}"
829,,18 years,,ninety,,New Diane,analysis,1618985167,PYTHNO,,active,"3,7",good,242.0,2016-04-25T15:12:40,"Lake Danielview 16-kv, dom 13, Tashkent","{""hobbies"": [""night"", ""officer""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 3}, ""soft"": [""relate"", ""soldier""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1467, ""mother"": 1312}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]}"
830,Kevin Hayes, 20 ,male,,,South Amanda,tfisher@hotmail.com,2008-10-10,data science,,active,0,good,$156,2004-10-26T05:03:41,UZ 100066 Tashkent South Kaylastad,"{'hobbies': ['successful', 'show'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 2}, 'soft': ['hit', 'together']}, 'family': {'siblings': 2, 'income': {'father': 1335, 'mother': 309}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}"
831,,twenty,Male,ninety,+1-261-613-7847x216,West Christopherside,   pday@hernandez.com  ,1992.09.16,python,110%,pending,,,92,1999-01-29T16:08:09,"88881 Craig Run Suite 270, Tonyfurt","{'hobbies': ['experience', 'party'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 2}, 'soft': ['size', 'laugh']}, 'family': {'siblings': 2, 'income': {'father': 517, 'mother': 535}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}"
832,Carrie Gonzales ,,fmale,,,Brandonshire,conradmichael@@gmail.com,1979-03-15,PYTHNO,117,pending,"3,7",,"242,00",1984.11.25,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""race"", ""big""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 4}, ""soft"": [""goal"", ""skill""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 943, ""mother"": 974}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}"
833,Lauren Briggs , 20 ,,92,,Lake Jessica,,1625534176,ds,,pending,,  excellent  ,$88,1992-07-28T04:15:23,"408 Dawn Drives, Lake Richard","{'hobbies': ['strategy', 'effect'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 1}, 'soft': ['reduce', 'election']}, 'family': {'siblings': 1, 'income': {'father': 647, 'mother': 1099}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}"
834,Megan Roberts,21,MALE,65,(406)759-5558x3937,Bentonberg,bflores@@dennis.biz,1989.09.04,data-sciens,110%,inactive,four point five,average,USD 200,1983/09/11,"Apartment 11, North John district, Tashkent, UZ, 100241","{'hobbies': ['indicate', 'available'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 3}, 'soft': ['choose', 'evidence']}, 'family': {'siblings': 4, 'income': {'father': 1417, 'mother': 483}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}"
835,Tiffany Beard ,twenty,fmale,99,,Susanchester,lisalevine@@yahoo.com,1611967540,data-sciens,110%,active,four point five,average,111,2003/07/05,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
836,April Bryant,20,male,ninety,8376267959,Joelhaven,,1677661999,DATA SCIENCE,110%,pending,1.49,,"137,00",13/03/1974 08:49 PM,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
837,Terry James,18,,74,,Josephburgh,?ali@@gmail..com,1979-05-06T07:09:48,data_sciense,112,inactive,"3,7",excellent,105 USD,1970-12-11T13:04:36,"Jonesport 21-kv, dom 14, Tashkent",INVALID_JSON_DATA
838,,,FEMALE,,,West Matthew,?ali@@gmail..com,1971-08-23T10:16:03,Pyhton,106,inactive,15.5,,240.0,2025/07/09,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""prepare"", ""together""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 1}, ""soft"": [""prove"", ""PM""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1153, ""mother"": 761}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2021}]}"
839,Willie Smith ,18 years,Male,ninety,,Daleland,nbaker@yahoo.com,1986-03-20T20:31:04,PYTHNO,,active,four point five,good,"213,00",05/10/1995 10:19 AM,"03191 Brooke Expressway, Katiemouth","{hobbies:['establish', 'mouth']}"
840,Ronald Wade ,twenty,MALE,82,,New Kristine,daviscrystal@@yahoo.com,2011-03-06,data_sciense,,active,four point five,average,104.0,2012-07-06,"Apartment 47, Garciaborough district, Tashkent, UZ, 100793","{hobbies:['country', 'they']}"
841,, 20 ,fmale,64,254.428.1140x078,Frenchside,?ali@@gmail..com,1686547389,Data Science,100,active,15.5,,109.0,2022-02-08T03:03:48,UZ 100459 Tashkent Andrewland,"{'hobbies': ['ask', 'model'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 1}, 'soft': ['amount', 'try']}, 'family': {'siblings': 0, 'income': {'father': 587, 'mother': 1190}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
842,Jessica Schroeder,22,fmale,76,,Blanchardhaven,   morrisonchristopher@rodriguez.com  ,1975/02/22,PYTHNO,110%,active,15.5,good,USD 181,13/02/1981 03:39 AM,UZ 100194 Tashkent North Hannahberg,INVALID_JSON_DATA
843,Michael Bell ,18 years,,80,269.674.3191x50757,Port Toddbury,someonegmail.com,1995-07-15,data science,110%,inactive,four point five,average,$168,1602745732,"07099 Perez Forges, Joseborough","{hobbies:['experience', 'dream']}"
844,Amanda Diaz ,18,Female,73,(165)566-1846x329,North Theresa,,2004-06-20,d.s.,110%,pending,four point five,,"92,00",2013-05-09,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['on', 'stock'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 2}, 'soft': ['seven', 'fire']}, 'family': {'siblings': 3, 'income': {'father': 610, 'mother': 461}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}"
845,Michael Johnson ,19,,82,,Randytown,   nmason@hotmail.com  ,2019/10/24,python,114,pending,0,average,"111,00",1979/05/09,UZ 100473 Tashkent Scottmouth,INVALID_JSON_DATA
846,,19,,71,754-247-5677x865,Johnview,analysis,2018-12-09T21:28:50,data science,,pending,four point five,,76.0,2008.03.14,UZ 100817 Tashkent North Kelly,"{'hobbies': ['help', 'exist'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 4}, 'soft': ['player', 'store']}, 'family': {'siblings': 3, 'income': {'father': 973, 'mother': 366}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}"
847,Derrick Cain ,20,Male,,,East Angela,someonegmail.com,1990-05-16T03:17:19,data science,,pending,0,excellent,290 USD,1973-03-15T11:00:23,"East Brittanychester 22-kv, dom 28, Tashkent","{'hobbies': ['million', 'democratic'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 2}, 'soft': ['focus', 'such']}, 'family': {'siblings': 3, 'income': {'father': 529, 'mother': 1141}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}"
848,,twenty,MALE,,(388)381-1205,Brooksport,?ali@@gmail..com,1982-06-08,data science,110%,inactive,"3,7",  excellent  ,$243,16/05/2002 10:20 PM,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['consumer', 'expect'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 3}, 'soft': ['suggest', 'artist']}, 'family': {'siblings': 3, 'income': {'father': 522, 'mother': 1255}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}"
849,Steven Powell, 20 ,,71,3423057171,West Brittanybury,angelacompton@@hotmail.com,2025-03-14,data_sciense,,inactive,2.89,,188,2003/03/09,UZ 100398 Tashkent Jeremyland,"{'hobbies': ['reality', 'similar'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 3}, 'soft': ['able', 'blue']}, 'family': {'siblings': 1, 'income': {'father': 1298, 'mother': 1314}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}"
850,,20,femlae,87,,Paulfort,chambersjames@yahoo.com,2002/07/08,python,110%,pending,1.81,average,"50,00",1659483592,"40380 Rodriguez Harbor, New Samantha","{'hobbies': ['process', 'rather'], 'skills': {'tech': {'python': 3, 'excel': 4, 'sql': 3}, 'soft': ['explain', 'might']}, 'family': {'siblings': 4, 'income': {'father': 1108, 'mother': 1251}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}"
851,,,FEMALE,,,Aguilarfort,dclark@hotmail.com,1976/05/27,Pyhton,113,pending,"3,7",  excellent  ,110.0,1974-06-21,"Juanburgh 25-kv, dom 35, Tashkent",INVALID_JSON_DATA
852,Catherine Powell ,18,,ninety,881.006.0039x665,Powellmouth,garywilson@gmail.com,31/01/2016 02:22 PM,data-sciens,91,inactive,15.5,average,USD 158,1652645526,"Apartment 33, South Andrewport district, Tashkent, UZ, 100176","{hobbies:['under', 'throughout']}"
853,Justin Garcia, 20 ,fmale,,178.684.5405x60464,New Ryan,someonegmail.com,1993-02-05T00:09:40,data-sciens,110%,pending,four point five,  excellent  ,96 USD,09/04/1993 08:42 PM,"Rodriguezmouth 29-kv, dom 31, Tashkent","{""hobbies"": [""man"", ""mission""], ""skills"": {""tech"": {""python"": 3, ""excel"": 2, ""sql"": 3}, ""soft"": [""coach"", ""moment""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 766, ""mother"": 1329}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]}"
854,,,Male,66,350-162-2490,South Kristintown,thomasamanda@hotmail.com,1971-03-10T08:36:23,Data Science,110%,pending,four point five,,188.0,2023.05.29,UZ 100538 Tashkent Lake Patricia,"{""hobbies"": [""during"", ""difference""], ""skills"": {""tech"": {""python"": 2, ""excel"": 5, ""sql"": 1}, ""soft"": [""ok"", ""environmental""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 770, ""mother"": 294}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}"
855,Judith Williams,20,Female,ninety,(413)845-8795,Port Ericville,,1627790784,ds,,pending,"3,7",excellent,"227,00",1981.11.13,"Apartment 22, Wheelerville district, Tashkent, UZ, 100676","{'hobbies': ['region', 'must'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 3}, 'soft': ['leg', 'think']}, 'family': {'siblings': 2, 'income': {'father': 1437, 'mother': 1390}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}"
856,Andrea Luna,twenty,male,ninety,906-090-4285x63437,Brentside,someonegmail.com,2003.06.15,Pyhton,,inactive,,excellent,"164,00",1972-04-12T06:59:13,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['station', 'son'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 1}, 'soft': ['I', 'bed']}, 'family': {'siblings': 3, 'income': {'father': 1431, 'mother': 1217}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}"
857,Julia Higgins,18,,54,2764342162,East Jennamouth,?ali@@gmail..com,1992-02-15T18:54:25,data_sciense,108,active,"3,7",good,"210,00",1997-01-21,UZ 100673 Tashkent Brendahaven,"{""hobbies"": [""create"", ""kitchen""], ""skills"": {""tech"": {""python"": 2, ""excel"": 2, ""sql"": 4}, ""soft"": [""week"", ""kitchen""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 469, ""mother"": 1117}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2020}]}"
858,Hailey Porter,18 years,MALE,90,4435269877,Jacobfort,chenanthony@@yahoo.com,2020-03-28T06:06:51,PYTHNO,69,inactive,15.5,average,134,1998-01-14,"Apartment 16, Heatherport district, Tashkent, UZ, 100632",INVALID_JSON_DATA
859,Kevin King,20,fmale,88,+1-525-531-8835,Garytown,   meganobrien@brown-bartlett.org  ,2014/04/13,python,90,pending,-2,good,USD 139,2006.03.20,"Barnettshire 20-kv, dom 48, Tashkent","{'hobbies': ['build', 'task'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 5}, 'soft': ['expert', 'race']}, 'family': {'siblings': 4, 'income': {'father': 1404, 'mother': 1152}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}"
860,,21,femlae,50,,Port Rhonda,kendra65@@yahoo.com,2015/02/07,data_sciense,110%,active,,average,"180,00",1993-04-22T07:05:04,"76896 Walker Crossroad Suite 276, Port Frederickbury",INVALID_JSON_DATA
861,,19,,,+1-484-815-9087x367,New Briannaside,,06/05/2023 07:35 PM,data_sciense,76,inactive,0,good,87.0,1975/06/21,"BROKEN,ADDRESS,DATA,,,","{hobbies:['letter', 'race']}"
862,,18,male,76,,Kellyport,melissa44@nelson.com,2024.10.29,ds,,active,,,$106,1663943998,"Keithville 16-kv, dom 47, Tashkent","{'hobbies': ['season', 'much'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 2}, 'soft': ['spend', 'all']}, 'family': {'siblings': 3, 'income': {'father': 1281, 'mother': 1226}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}"
863,,21,MALE,84,,Port Thomas,?ali@@gmail..com,31/05/1998 03:39 AM,ds,,inactive,0,,87,11/11/2020 12:46 PM,"Benderburgh 26-kv, dom 23, Tashkent","{'hobbies': ['rate', 'start'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 3}, 'soft': ['edge', 'role']}, 'family': {'siblings': 5, 'income': {'father': 700, 'mother': 768}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}"
864,,20,fmale,ninety,,East Kendraborough,   edward98@yahoo.com  ,10/02/1989 06:49 AM,Pyhton,100,active,"3,7",good,143 USD,1971.04.16,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['believe', 'religious'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 3}, 'soft': ['treat', 'civil']}, 'family': {'siblings': 3, 'income': {'father': 828, 'mother': 775}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}"
865,Kayla Arroyo, 20 ,FEMALE,,841-329-3989,Hicksfurt,,1995.09.23,Pyhton,110,inactive,3.64,  excellent  ,$157,2007.12.27,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""million"", ""difference""], ""skills"": {""tech"": {""python"": 1, ""excel"": 1, ""sql"": 2}, ""soft"": [""front"", ""fight""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1080, ""mother"": 1422}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}"
866,,21,,,,South Brandon,kingkyle@@smith-king.net,1995-06-05,data_sciense,74,inactive,,,"186,00",1981.10.11,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['fall', 'garden'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 3}, 'soft': ['main', 'money']}, 'family': {'siblings': 0, 'income': {'father': 1401, 'mother': 869}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]}"
